id.orig_h,window_start,window_end,attack_phase_nunique,is_attack_count,is_attack_ratio,is_attack_any,is_attack_majority,is_attack
172.18.0.6,1767606368.418963,1767606383.418963,1,0,0.0,0,0,0
172.18.0.6,1767606418.418963,1767606433.418963,1,0,0.0,0,0,0
172.18.0.6,1767606423.418963,1767606438.418963,1,0,0.0,0,0,0
172.18.0.6,1767606428.418963,1767606443.418963,1,0,0.0,0,0,0
172.18.0.6,1767606793.418963,1767606808.418963,1,0,0.0,0,0,0
172.18.0.6,1767606798.418963,1767606813.418963,1,0,0.0,0,0,0
172.18.0.6,1767606803.418963,1767606818.418963,1,0,0.0,0,0,0
172.18.0.6,1767607038.418963,1767607053.418963,1,0,0.0,0,0,0
172.18.0.6,1767607043.418963,1767607058.418963,1,0,0.0,0,0,0
172.18.0.6,1767607048.418963,1767607063.418963,1,0,0.0,0,0,0
172.18.0.6,1767607473.418963,1767607488.418963,1,0,0.0,0,0,0
172.18.0.6,1767607478.418963,1767607493.418963,1,0,0.0,0,0,0
172.18.0.6,1767607483.418963,1767607498.418963,1,0,0.0,0,0,0
172.18.0.6,1767607598.418963,1767607613.418963,1,0,0.0,0,0,0
172.18.0.6,1767607603.418963,1767607618.418963,1,0,0.0,0,0,0
172.18.0.6,1767607608.418963,1767607623.418963,1,0,0.0,0,0,0
172.18.0.6,1767607688.418963,1767607703.418963,1,0,0.0,0,0,0
172.18.0.6,1767607693.418963,1767607708.418963,1,0,0.0,0,0,0
172.18.0.6,1767607698.418963,1767607713.418963,1,0,0.0,0,0,0
172.18.0.6,1767607878.418963,1767607893.418963,1,0,0.0,0,0,0
172.18.0.6,1767607883.418963,1767607898.418963,1,0,0.0,0,0,0
172.18.0.6,1767607888.418963,1767607903.418963,1,0,0.0,0,0,0
172.18.0.6,1767607948.418963,1767607963.418963,1,0,0.0,0,0,0
172.18.0.6,1767607953.418963,1767607968.418963,1,0,0.0,0,0,0
172.18.0.6,1767607958.418963,1767607973.418963,1,0,0.0,0,0,0
172.18.0.6,1767607968.418963,1767607983.418963,1,0,0.0,0,0,0
172.18.0.6,1767607973.418963,1767607988.418963,1,0,0.0,0,0,0
172.18.0.6,1767607978.418963,1767607993.418963,1,0,0.0,0,0,0
172.18.0.6,1767608218.418963,1767608233.418963,1,0,0.0,0,0,0
172.18.0.6,1767608223.418963,1767608238.418963,1,0,0.0,0,0,0
172.18.0.6,1767608228.418963,1767608243.418963,1,0,0.0,0,0,0
172.18.0.6,1767608503.418963,1767608518.418963,1,0,0.0,0,0,0
172.18.0.6,1767608508.418963,1767608523.418963,1,0,0.0,0,0,0
172.18.0.6,1767608513.418963,1767608528.418963,1,0,0.0,0,0,0
172.18.0.6,1767608563.418963,1767608578.418963,1,0,0.0,0,0,0
172.18.0.6,1767608568.418963,1767608583.418963,1,0,0.0,0,0,0
172.18.0.6,1767608573.418963,1767608588.418963,1,0,0.0,0,0,0
172.18.0.6,1767608643.418963,1767608658.418963,1,0,0.0,0,0,0
172.18.0.6,1767608648.418963,1767608663.418963,1,0,0.0,0,0,0
172.18.0.6,1767608653.418963,1767608668.418963,1,0,0.0,0,0,0
172.18.0.6,1767608688.418963,1767608703.418963,1,0,0.0,0,0,0
172.18.0.6,1767608693.418963,1767608708.418963,1,0,0.0,0,0,0
172.18.0.6,1767608698.418963,1767608713.418963,1,0,0.0,0,0,0
172.18.0.6,1767609188.418963,1767609203.418963,1,0,0.0,0,0,0
172.18.0.6,1767609193.418963,1767609208.418963,1,0,0.0,0,0,0
172.18.0.6,1767609198.418963,1767609213.418963,1,0,0.0,0,0,0
172.18.0.6,1767609323.418963,1767609338.418963,1,0,0.0,0,0,0
172.18.0.6,1767609328.418963,1767609343.418963,1,0,0.0,0,0,0
172.18.0.6,1767609333.418963,1767609348.418963,1,0,0.0,0,0,0
172.18.0.6,1767609583.418963,1767609598.418963,1,0,0.0,0,0,0
172.18.0.6,1767609588.418963,1767609603.418963,1,0,0.0,0,0,0
172.18.0.6,1767609593.418963,1767609608.418963,1,0,0.0,0,0,0
172.18.0.6,1767609878.418963,1767609893.418963,1,0,0.0,0,0,0
172.18.0.6,1767609883.418963,1767609898.418963,1,0,0.0,0,0,0
172.18.0.6,1767609888.418963,1767609903.418963,1,0,0.0,0,0,0
172.18.0.6,1767610133.418963,1767610148.418963,1,0,0.0,0,0,0
172.18.0.6,1767610138.418963,1767610153.418963,1,0,0.0,0,0,0
172.18.0.6,1767610143.418963,1767610158.418963,1,0,0.0,0,0,0
172.18.0.6,1767610263.418963,1767610278.418963,1,0,0.0,0,0,0
172.18.0.6,1767610268.418963,1767610283.418963,1,0,0.0,0,0,0
172.18.0.6,1767610273.418963,1767610288.418963,1,0,0.0,0,0,0
172.18.0.6,1767610398.418963,1767610413.418963,1,0,0.0,0,0,0
172.18.0.6,1767610403.418963,1767610418.418963,1,0,0.0,0,0,0
172.18.0.6,1767610408.418963,1767610423.418963,1,0,0.0,0,0,0
172.18.0.6,1767610553.418963,1767610568.418963,1,0,0.0,0,0,0
172.18.0.6,1767610558.418963,1767610573.418963,1,0,0.0,0,0,0
172.18.0.6,1767610563.418963,1767610578.418963,1,0,0.0,0,0,0
172.18.0.6,1767610748.418963,1767610763.418963,1,0,0.0,0,0,0
172.18.0.6,1767610753.418963,1767610768.418963,1,0,0.0,0,0,0
172.18.0.6,1767610758.418963,1767610773.418963,1,0,0.0,0,0,0
172.18.0.6,1767610898.418963,1767610913.418963,1,0,0.0,0,0,0
172.18.0.6,1767610903.418963,1767610918.418963,1,0,0.0,0,0,0
172.18.0.6,1767610908.418963,1767610923.418963,1,0,0.0,0,0,0
172.18.0.6,1767611033.418963,1767611048.418963,1,0,0.0,0,0,0
172.18.0.6,1767611038.418963,1767611053.418963,1,0,0.0,0,0,0
172.18.0.6,1767611043.418963,1767611058.418963,1,0,0.0,0,0,0
172.18.0.6,1767611048.418963,1767611063.418963,1,0,0.0,0,0,0
172.18.0.6,1767611053.418963,1767611068.418963,1,0,0.0,0,0,0
172.18.0.6,1767611058.418963,1767611073.418963,1,0,0.0,0,0,0
172.18.0.6,1767611393.418963,1767611408.418963,1,0,0.0,0,0,0
172.18.0.6,1767611398.418963,1767611413.418963,1,0,0.0,0,0,0
172.18.0.6,1767611403.418963,1767611418.418963,1,0,0.0,0,0,0
172.18.0.6,1767611653.418963,1767611668.418963,1,0,0.0,0,0,0
172.18.0.6,1767611658.418963,1767611673.418963,1,0,0.0,0,0,0
172.18.0.6,1767611663.418963,1767611678.418963,1,0,0.0,0,0,0
172.18.0.6,1767611693.418963,1767611708.418963,1,0,0.0,0,0,0
172.18.0.6,1767611698.418963,1767611713.418963,1,0,0.0,0,0,0
172.18.0.6,1767611703.418963,1767611718.418963,1,0,0.0,0,0,0
172.18.0.6,1767611823.418963,1767611838.418963,1,0,0.0,0,0,0
172.18.0.6,1767611828.418963,1767611843.418963,1,0,0.0,0,0,0
172.18.0.6,1767611833.418963,1767611848.418963,1,0,0.0,0,0,0
172.18.0.6,1767611898.418963,1767611913.418963,1,0,0.0,0,0,0
172.18.0.6,1767611903.418963,1767611918.418963,1,0,0.0,0,0,0
172.18.0.6,1767611908.418963,1767611923.418963,1,0,0.0,0,0,0
172.18.0.6,1767611998.418963,1767612013.418963,1,0,0.0,0,0,0
172.18.0.6,1767612003.418963,1767612018.418963,1,0,0.0,0,0,0
172.18.0.6,1767612008.418963,1767612023.418963,1,0,0.0,0,0,0
172.18.0.6,1767612178.418963,1767612193.418963,1,0,0.0,0,0,0
172.18.0.6,1767612183.418963,1767612198.418963,1,0,0.0,0,0,0
172.18.0.6,1767612188.418963,1767612203.418963,1,0,0.0,0,0,0
172.18.0.6,1767612268.418963,1767612283.418963,1,0,0.0,0,0,0
172.18.0.6,1767612273.418963,1767612288.418963,1,0,0.0,0,0,0
172.18.0.6,1767612278.418963,1767612293.418963,1,0,0.0,0,0,0
172.18.0.6,1767612368.418963,1767612383.418963,1,0,0.0,0,0,0
172.18.0.6,1767612373.418963,1767612388.418963,1,0,0.0,0,0,0
172.18.0.6,1767612378.418963,1767612393.418963,1,0,0.0,0,0,0
172.18.0.6,1767612513.418963,1767612528.418963,1,0,0.0,0,0,0
172.18.0.6,1767612518.418963,1767612533.418963,1,0,0.0,0,0,0
172.18.0.6,1767612523.418963,1767612538.418963,1,0,0.0,0,0,0
172.18.0.6,1767612533.418963,1767612548.418963,1,0,0.0,0,0,0
172.18.0.6,1767612538.418963,1767612553.418963,1,0,0.0,0,0,0
172.18.0.6,1767612543.418963,1767612558.418963,1,0,0.0,0,0,0
172.18.0.6,1767612658.418963,1767612673.418963,1,0,0.0,0,0,0
172.18.0.6,1767612663.418963,1767612678.418963,1,0,0.0,0,0,0
172.18.0.6,1767612668.418963,1767612683.418963,1,0,0.0,0,0,0
172.18.0.6,1767612938.418963,1767612953.418963,1,0,0.0,0,0,0
172.18.0.6,1767612943.418963,1767612958.418963,1,0,0.0,0,0,0
172.18.0.6,1767612948.418963,1767612963.418963,1,0,0.0,0,0,0
172.18.0.6,1767613013.418963,1767613028.418963,1,0,0.0,0,0,0
172.18.0.6,1767613018.418963,1767613033.418963,1,0,0.0,0,0,0
172.18.0.6,1767613023.418963,1767613038.418963,1,0,0.0,0,0,0
172.18.0.6,1767613218.418963,1767613233.418963,1,0,0.0,0,0,0
172.18.0.6,1767613223.418963,1767613238.418963,1,0,0.0,0,0,0
172.18.0.6,1767613228.418963,1767613243.418963,1,0,0.0,0,0,0
172.18.0.6,1767613233.418963,1767613248.418963,1,0,0.0,0,0,0
172.18.0.6,1767613238.418963,1767613253.418963,1,0,0.0,0,0,0
172.18.0.6,1767613473.418963,1767613488.418963,1,0,0.0,0,0,0
172.18.0.6,1767613478.418963,1767613493.418963,1,0,0.0,0,0,0
172.18.0.6,1767613483.418963,1767613498.418963,1,0,0.0,0,0,0
172.18.0.6,1767613488.418963,1767613503.418963,1,0,0.0,0,0,0
172.18.0.6,1767613523.418963,1767613538.418963,1,0,0.0,0,0,0
172.18.0.6,1767613528.418963,1767613543.418963,1,0,0.0,0,0,0
172.18.0.6,1767613533.418963,1767613548.418963,1,0,0.0,0,0,0
172.18.0.6,1767613538.418963,1767613553.418963,1,0,0.0,0,0,0
172.18.0.6,1767613703.418963,1767613718.418963,1,0,0.0,0,0,0
172.18.0.6,1767613708.418963,1767613723.418963,1,0,0.0,0,0,0
172.18.0.6,1767613713.418963,1767613728.418963,1,0,0.0,0,0,0
172.18.0.6,1767613898.418963,1767613913.418963,1,0,0.0,0,0,0
172.18.0.6,1767613903.418963,1767613918.418963,1,0,0.0,0,0,0
172.18.0.6,1767613908.418963,1767613923.418963,1,0,0.0,0,0,0
172.18.0.6,1767613928.418963,1767613943.418963,1,0,0.0,0,0,0
172.18.0.6,1767613933.418963,1767613948.418963,1,0,0.0,0,0,0
172.18.0.6,1767613938.418963,1767613953.418963,1,0,0.0,0,0,0
172.18.0.6,1767614008.418963,1767614023.418963,1,0,0.0,0,0,0
172.18.0.6,1767614013.418963,1767614028.418963,1,0,0.0,0,0,0
172.18.0.6,1767614018.418963,1767614033.418963,1,0,0.0,0,0,0
172.18.0.6,1767614033.418963,1767614048.418963,1,0,0.0,0,0,0
172.18.0.6,1767614038.418963,1767614053.418963,1,0,0.0,0,0,0
172.18.0.6,1767614043.418963,1767614058.418963,1,0,0.0,0,0,0
172.18.0.6,1767614058.418963,1767614073.418963,1,0,0.0,0,0,0
172.18.0.6,1767614063.418963,1767614078.418963,1,0,0.0,0,0,0
172.18.0.6,1767614068.418963,1767614083.418963,1,0,0.0,0,0,0
172.18.0.6,1767614093.418963,1767614108.418963,1,0,0.0,0,0,0
172.18.0.6,1767614098.418963,1767614113.418963,1,0,0.0,0,0,0
172.18.0.6,1767614103.418963,1767614118.418963,1,0,0.0,0,0,0
172.18.0.6,1767614463.418963,1767614478.418963,1,0,0.0,0,0,0
172.18.0.6,1767614468.418963,1767614483.418963,1,0,0.0,0,0,0
172.18.0.6,1767614473.418963,1767614488.418963,1,0,0.0,0,0,0
172.18.0.6,1767614508.418963,1767614523.418963,1,0,0.0,0,0,0
172.18.0.6,1767614513.418963,1767614528.418963,1,0,0.0,0,0,0
172.18.0.6,1767614518.418963,1767614533.418963,1,0,0.0,0,0,0
172.18.0.6,1767614588.418963,1767614603.418963,1,0,0.0,0,0,0
172.18.0.6,1767614593.418963,1767614608.418963,1,0,0.0,0,0,0
172.18.0.6,1767614598.418963,1767614613.418963,1,0,0.0,0,0,0
172.18.0.6,1767614708.418963,1767614723.418963,1,0,0.0,0,0,0
172.18.0.6,1767614713.418963,1767614728.418963,1,0,0.0,0,0,0
172.18.0.6,1767614718.418963,1767614733.418963,1,0,0.0,0,0,0
172.18.0.6,1767614748.418963,1767614763.418963,1,0,0.0,0,0,0
172.18.0.6,1767614753.418963,1767614768.418963,1,0,0.0,0,0,0
172.18.0.6,1767614758.418963,1767614773.418963,1,0,0.0,0,0,0
172.18.0.6,1767615623.418963,1767615638.418963,1,0,0.0,0,0,0
172.18.0.6,1767615628.418963,1767615643.418963,1,0,0.0,0,0,0
172.18.0.6,1767615633.418963,1767615648.418963,1,0,0.0,0,0,0
172.18.0.6,1767615638.418963,1767615653.418963,1,0,0.0,0,0,0
172.18.0.6,1767615643.418963,1767615658.418963,1,0,0.0,0,0,0
172.18.0.6,1767615723.418963,1767615738.418963,1,0,0.0,0,0,0
172.18.0.6,1767615728.418963,1767615743.418963,1,0,0.0,0,0,0
172.18.0.6,1767615733.418963,1767615748.418963,1,0,0.0,0,0,0
172.18.0.6,1767615738.418963,1767615753.418963,1,0,0.0,0,0,0
172.18.0.6,1767615743.418963,1767615758.418963,1,0,0.0,0,0,0
172.18.0.6,1767615748.418963,1767615763.418963,1,0,0.0,0,0,0
172.18.0.6,1767615798.418963,1767615813.418963,1,0,0.0,0,0,0
172.18.0.6,1767615803.418963,1767615818.418963,1,0,0.0,0,0,0
172.18.0.6,1767615808.418963,1767615823.418963,1,0,0.0,0,0,0
172.18.0.6,1767615848.418963,1767615863.418963,1,0,0.0,0,0,0
172.18.0.6,1767615853.418963,1767615868.418963,1,0,0.0,0,0,0
172.18.0.6,1767615858.418963,1767615873.418963,1,0,0.0,0,0,0
172.18.0.6,1767615958.418963,1767615973.418963,1,0,0.0,0,0,0
172.18.0.6,1767615963.418963,1767615978.418963,1,0,0.0,0,0,0
172.18.0.6,1767615968.418963,1767615983.418963,1,0,0.0,0,0,0
172.18.0.6,1767616198.418963,1767616213.418963,1,0,0.0,0,0,0
172.18.0.6,1767616203.418963,1767616218.418963,1,0,0.0,0,0,0
172.18.0.6,1767616208.418963,1767616223.418963,1,0,0.0,0,0,0
172.18.0.6,1767616333.418963,1767616348.418963,1,0,0.0,0,0,0
172.18.0.6,1767616338.418963,1767616353.418963,1,0,0.0,0,0,0
172.18.0.6,1767616343.418963,1767616358.418963,1,0,0.0,0,0,0
172.18.0.6,1767616348.418963,1767616363.418963,1,0,0.0,0,0,0
172.18.0.6,1767616353.418963,1767616368.418963,1,0,0.0,0,0,0
172.18.0.6,1767616358.418963,1767616373.418963,1,0,0.0,0,0,0
172.18.0.6,1767616423.418963,1767616438.418963,1,0,0.0,0,0,0
172.18.0.6,1767616428.418963,1767616443.418963,1,0,0.0,0,0,0
172.18.0.6,1767616433.418963,1767616448.418963,1,0,0.0,0,0,0
172.18.0.6,1767616438.418963,1767616453.418963,1,0,0.0,0,0,0
172.18.0.6,1767616443.418963,1767616458.418963,1,0,0.0,0,0,0
172.18.0.6,1767616513.418963,1767616528.418963,1,0,0.0,0,0,0
172.18.0.6,1767616518.418963,1767616533.418963,1,0,0.0,0,0,0
172.18.0.6,1767616523.418963,1767616538.418963,1,0,0.0,0,0,0
172.18.0.6,1767616558.418963,1767616573.418963,1,0,0.0,0,0,0
172.18.0.6,1767616563.418963,1767616578.418963,1,0,0.0,0,0,0
172.18.0.6,1767616568.418963,1767616583.418963,1,0,0.0,0,0,0
172.18.0.6,1767616713.418963,1767616728.418963,1,0,0.0,0,0,0
172.18.0.6,1767616718.418963,1767616733.418963,1,0,0.0,0,0,0
172.18.0.6,1767616723.418963,1767616738.418963,1,0,0.0,0,0,0
172.18.0.6,1767616728.418963,1767616743.418963,1,0,0.0,0,0,0
172.18.0.6,1767616838.418963,1767616853.418963,1,0,0.0,0,0,0
172.18.0.6,1767616843.418963,1767616858.418963,1,0,0.0,0,0,0
172.18.0.6,1767616848.418963,1767616863.418963,1,0,0.0,0,0,0
172.18.0.6,1767616928.418963,1767616943.418963,1,0,0.0,0,0,0
172.18.0.6,1767616933.418963,1767616948.418963,1,0,0.0,0,0,0
172.18.0.6,1767616938.418963,1767616953.418963,1,0,0.0,0,0,0
172.18.0.6,1767616953.418963,1767616968.418963,1,0,0.0,0,0,0
172.18.0.6,1767616958.418963,1767616973.418963,1,0,0.0,0,0,0
172.18.0.6,1767616963.418963,1767616978.418963,1,0,0.0,0,0,0
172.18.0.6,1767616968.418963,1767616983.418963,1,0,0.0,0,0,0
172.18.0.6,1767616973.418963,1767616988.418963,1,0,0.0,0,0,0
172.18.0.6,1767617138.418963,1767617153.418963,1,0,0.0,0,0,0
172.18.0.6,1767617143.418963,1767617158.418963,1,0,0.0,0,0,0
172.18.0.6,1767617148.418963,1767617163.418963,1,0,0.0,0,0,0
172.18.0.6,1767617183.418963,1767617198.418963,1,0,0.0,0,0,0
172.18.0.6,1767617188.418963,1767617203.418963,1,0,0.0,0,0,0
172.18.0.6,1767617193.418963,1767617208.418963,1,0,0.0,0,0,0
172.18.0.6,1767617293.418963,1767617308.418963,1,0,0.0,0,0,0
172.18.0.6,1767617298.418963,1767617313.418963,1,0,0.0,0,0,0
172.18.0.6,1767617303.418963,1767617318.418963,1,0,0.0,0,0,0
172.18.0.6,1767617418.418963,1767617433.418963,1,0,0.0,0,0,0
172.18.0.6,1767617423.418963,1767617438.418963,1,0,0.0,0,0,0
172.18.0.6,1767617428.418963,1767617443.418963,1,0,0.0,0,0,0
172.18.0.6,1767617433.418963,1767617448.418963,1,0,0.0,0,0,0
172.18.0.6,1767617438.418963,1767617453.418963,1,0,0.0,0,0,0
172.18.0.6,1767617443.418963,1767617458.418963,1,0,0.0,0,0,0
172.18.0.6,1767617578.418963,1767617593.418963,1,0,0.0,0,0,0
172.18.0.6,1767617583.418963,1767617598.418963,1,0,0.0,0,0,0
172.18.0.6,1767617588.418963,1767617603.418963,1,0,0.0,0,0,0
172.18.0.6,1767617773.418963,1767617788.418963,1,0,0.0,0,0,0
172.18.0.6,1767617778.418963,1767617793.418963,1,0,0.0,0,0,0
172.18.0.6,1767617783.418963,1767617798.418963,1,0,0.0,0,0,0
172.18.0.6,1767617788.418963,1767617803.418963,1,0,0.0,0,0,0
172.18.0.6,1767617793.418963,1767617808.418963,1,0,0.0,0,0,0
172.18.0.6,1767617823.418963,1767617838.418963,1,0,0.0,0,0,0
172.18.0.6,1767617828.418963,1767617843.418963,1,0,0.0,0,0,0
172.18.0.6,1767617833.418963,1767617848.418963,1,0,0.0,0,0,0
172.18.0.6,1767617923.418963,1767617938.418963,1,0,0.0,0,0,0
172.18.0.6,1767617928.418963,1767617943.418963,1,0,0.0,0,0,0
172.18.0.6,1767617933.418963,1767617948.418963,1,0,0.0,0,0,0
172.18.0.6,1767617978.418963,1767617993.418963,1,0,0.0,0,0,0
172.18.0.6,1767617983.418963,1767617998.418963,1,0,0.0,0,0,0
172.18.0.6,1767617988.418963,1767618003.418963,1,0,0.0,0,0,0
172.18.0.6,1767618093.418963,1767618108.418963,1,0,0.0,0,0,0
172.18.0.6,1767618098.418963,1767618113.418963,1,0,0.0,0,0,0
172.18.0.6,1767618103.418963,1767618118.418963,1,0,0.0,0,0,0
172.18.0.6,1767618378.418963,1767618393.418963,1,0,0.0,0,0,0
172.18.0.6,1767618383.418963,1767618398.418963,1,0,0.0,0,0,0
172.18.0.6,1767618388.418963,1767618403.418963,1,0,0.0,0,0,0
172.18.0.6,1767618398.418963,1767618413.418963,1,0,0.0,0,0,0
172.18.0.6,1767618403.418963,1767618418.418963,1,0,0.0,0,0,0
172.18.0.6,1767618408.418963,1767618423.418963,1,0,0.0,0,0,0
172.18.0.6,1767618793.418963,1767618808.418963,1,0,0.0,0,0,0
172.18.0.6,1767618798.418963,1767618813.418963,1,0,0.0,0,0,0
172.18.0.6,1767618803.418963,1767618818.418963,1,0,0.0,0,0,0
172.18.0.6,1767618973.418963,1767618988.418963,1,0,0.0,0,0,0
172.18.0.6,1767618978.418963,1767618993.418963,1,0,0.0,0,0,0
172.18.0.6,1767618983.418963,1767618998.418963,1,0,0.0,0,0,0
172.18.0.6,1767619153.418963,1767619168.418963,1,0,0.0,0,0,0
172.18.0.6,1767619158.418963,1767619173.418963,1,0,0.0,0,0,0
172.18.0.6,1767619163.418963,1767619178.418963,1,0,0.0,0,0,0
172.18.0.6,1767619338.418963,1767619353.418963,1,0,0.0,0,0,0
172.18.0.6,1767619343.418963,1767619358.418963,1,0,0.0,0,0,0
172.18.0.6,1767619348.418963,1767619363.418963,1,0,0.0,0,0,0
172.18.0.6,1767619443.418963,1767619458.418963,1,0,0.0,0,0,0
172.18.0.6,1767619448.418963,1767619463.418963,1,0,0.0,0,0,0
172.18.0.6,1767619453.418963,1767619468.418963,1,0,0.0,0,0,0
172.18.0.6,1767619498.418963,1767619513.418963,1,0,0.0,0,0,0
172.18.0.6,1767619503.418963,1767619518.418963,1,0,0.0,0,0,0
172.18.0.6,1767619508.418963,1767619523.418963,1,0,0.0,0,0,0
172.18.0.6,1767619633.418963,1767619648.418963,1,0,0.0,0,0,0
172.18.0.6,1767619638.418963,1767619653.418963,1,0,0.0,0,0,0
172.18.0.6,1767619643.418963,1767619658.418963,1,0,0.0,0,0,0
172.18.0.6,1767619703.418963,1767619718.418963,1,0,0.0,0,0,0
172.18.0.6,1767619708.418963,1767619723.418963,1,0,0.0,0,0,0
172.18.0.6,1767619713.418963,1767619728.418963,1,0,0.0,0,0,0
172.18.0.6,1767620118.418963,1767620133.418963,1,0,0.0,0,0,0
172.18.0.6,1767620123.418963,1767620138.418963,1,0,0.0,0,0,0
172.18.0.6,1767620128.418963,1767620143.418963,1,0,0.0,0,0,0
172.18.0.6,1767620283.418963,1767620298.418963,1,0,0.0,0,0,0
172.18.0.6,1767620288.418963,1767620303.418963,1,0,0.0,0,0,0
172.18.0.6,1767620293.418963,1767620308.418963,1,0,0.0,0,0,0
172.18.0.6,1767620403.418963,1767620418.418963,1,0,0.0,0,0,0
172.18.0.6,1767620408.418963,1767620423.418963,1,0,0.0,0,0,0
172.18.0.6,1767620413.418963,1767620428.418963,1,0,0.0,0,0,0
172.18.0.6,1767620443.418963,1767620458.418963,1,0,0.0,0,0,0
172.18.0.6,1767620448.418963,1767620463.418963,1,0,0.0,0,0,0
172.18.0.6,1767620453.418963,1767620468.418963,1,0,0.0,0,0,0
172.18.0.6,1767620698.418963,1767620713.418963,1,0,0.0,0,0,0
172.18.0.6,1767620703.418963,1767620718.418963,1,0,0.0,0,0,0
172.18.0.6,1767620708.418963,1767620723.418963,1,0,0.0,0,0,0
172.18.0.6,1767620758.418963,1767620773.418963,1,0,0.0,0,0,0
172.18.0.6,1767620763.418963,1767620778.418963,1,0,0.0,0,0,0
172.18.0.6,1767620768.418963,1767620783.418963,1,0,0.0,0,0,0
172.18.0.6,1767620773.418963,1767620788.418963,1,0,0.0,0,0,0
172.18.0.6,1767620778.418963,1767620793.418963,1,0,0.0,0,0,0
172.18.0.6,1767620808.418963,1767620823.418963,1,0,0.0,0,0,0
172.18.0.6,1767620813.418963,1767620828.418963,1,0,0.0,0,0,0
172.18.0.6,1767620818.418963,1767620833.418963,1,0,0.0,0,0,0
172.18.0.6,1767621063.418963,1767621078.418963,1,0,0.0,0,0,0
172.18.0.6,1767621068.418963,1767621083.418963,1,0,0.0,0,0,0
172.18.0.6,1767621073.418963,1767621088.418963,1,0,0.0,0,0,0
172.18.0.6,1767621083.418963,1767621098.418963,1,0,0.0,0,0,0
172.18.0.6,1767621088.418963,1767621103.418963,1,0,0.0,0,0,0
172.18.0.6,1767621093.418963,1767621108.418963,1,0,0.0,0,0,0
172.18.0.6,1767621098.418963,1767621113.418963,1,0,0.0,0,0,0
172.18.0.6,1767621143.418963,1767621158.418963,1,0,0.0,0,0,0
172.18.0.6,1767621148.418963,1767621163.418963,1,0,0.0,0,0,0
172.18.0.6,1767621153.418963,1767621168.418963,1,0,0.0,0,0,0
172.18.0.6,1767621213.418963,1767621228.418963,1,0,0.0,0,0,0
172.18.0.6,1767621218.418963,1767621233.418963,1,0,0.0,0,0,0
172.18.0.6,1767621223.418963,1767621238.418963,1,0,0.0,0,0,0
172.18.0.6,1767621563.418963,1767621578.418963,1,0,0.0,0,0,0
172.18.0.6,1767621568.418963,1767621583.418963,1,0,0.0,0,0,0
172.18.0.6,1767621573.418963,1767621588.418963,1,0,0.0,0,0,0
172.18.0.6,1767621578.418963,1767621593.418963,1,0,0.0,0,0,0
172.18.0.6,1767621583.418963,1767621598.418963,1,0,0.0,0,0,0
172.18.0.6,1767621588.418963,1767621603.418963,1,0,0.0,0,0,0
172.18.0.6,1767621763.418963,1767621778.418963,1,0,0.0,0,0,0
172.18.0.6,1767621768.418963,1767621783.418963,1,0,0.0,0,0,0
172.18.0.6,1767621773.418963,1767621788.418963,1,0,0.0,0,0,0
172.18.0.6,1767622028.418963,1767622043.418963,1,0,0.0,0,0,0
172.18.0.6,1767622033.418963,1767622048.418963,1,0,0.0,0,0,0
172.18.0.6,1767622038.418963,1767622053.418963,1,0,0.0,0,0,0
172.18.0.6,1767622043.418963,1767622058.418963,1,0,0.0,0,0,0
172.18.0.6,1767622048.418963,1767622063.418963,1,0,0.0,0,0,0
172.18.0.6,1767622053.418963,1767622068.418963,1,0,0.0,0,0,0
172.18.0.6,1767622058.418963,1767622073.418963,1,0,0.0,0,0,0
172.18.0.6,1767622063.418963,1767622078.418963,1,0,0.0,0,0,0
172.18.0.6,1767622068.418963,1767622083.418963,1,0,0.0,0,0,0
172.18.0.6,1767622073.418963,1767622088.418963,1,0,0.0,0,0,0
172.18.0.6,1767622078.418963,1767622093.418963,1,0,0.0,0,0,0
172.18.0.6,1767622168.418963,1767622183.418963,1,0,0.0,0,0,0
172.18.0.6,1767622173.418963,1767622188.418963,1,0,0.0,0,0,0
172.18.0.6,1767622178.418963,1767622193.418963,1,0,0.0,0,0,0
172.18.0.6,1767622198.418963,1767622213.418963,1,0,0.0,0,0,0
172.18.0.6,1767622203.418963,1767622218.418963,1,0,0.0,0,0,0
172.18.0.6,1767622208.418963,1767622223.418963,1,0,0.0,0,0,0
172.18.0.6,1767622358.418963,1767622373.418963,1,0,0.0,0,0,0
172.18.0.6,1767622363.418963,1767622378.418963,1,0,0.0,0,0,0
172.18.0.6,1767622368.418963,1767622383.418963,1,0,0.0,0,0,0
172.18.0.6,1767622378.418963,1767622393.418963,1,0,0.0,0,0,0
172.18.0.6,1767622383.418963,1767622398.418963,1,0,0.0,0,0,0
172.18.0.6,1767622388.418963,1767622403.418963,1,0,0.0,0,0,0
172.18.0.6,1767622483.418963,1767622498.418963,1,0,0.0,0,0,0
172.18.0.6,1767622488.418963,1767622503.418963,1,0,0.0,0,0,0
172.18.0.6,1767622493.418963,1767622508.418963,1,0,0.0,0,0,0
172.18.0.6,1767622663.418963,1767622678.418963,1,0,0.0,0,0,0
172.18.0.6,1767622668.418963,1767622683.418963,1,0,0.0,0,0,0
172.18.0.6,1767622673.418963,1767622688.418963,1,0,0.0,0,0,0
172.18.0.6,1767622678.418963,1767622693.418963,1,0,0.0,0,0,0
172.18.0.6,1767622683.418963,1767622698.418963,1,0,0.0,0,0,0
